"","rowid","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","weather.biofoul_f","treatment_range","max.size.ingest.um","exp_type_f","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","environment.noNA","Species","Group"
"67",4738,"Jacob","10.1371/journal.pone.0187664",141,2,2,2,2,2,2,2,1,1,2,1,1,0,0,0,1,2,2,0,2,2,0,0,1,0,1,1,13,7,20,"EM,LH","Pass",NA,"Fail","B1","Rochman",2017,"Acipenser","transmontanus","Fish","Marine","Juvenile","invivo",NA,21,"fishbase.org",13.0342198855387,NA,"food","N","N","Lab","Y","N","seawater",NA,NA,NA,8,19,NA,NA,28,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",1,"chronic",1,NA,"Clear","metabolism","detoxification","cyp450.proteinexpression",1,"subcell","liver","PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,NA,0.209,0.014,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",209,NA,314942.590825084,1898869.1119966,0.000715104,4,"N","N",NA,NA,"N",NA,"N",NA,"modified","sbicinnovativeplastics","unknown","N","No","Not Cleaned","N","N","aeration no settling observed","N",NA,NA,"Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Fish","Metabolism","Detoxification","cyp450 mRNA expression","Subcell","In Vivo","Juvenile","Marine","Acipenser transmontanus","1","Chronic","Red Criteria Passed","Red Criteria Failed","No","1",13034.2198855387,"Particle Only",NA,440415087.630728,"monodisperse",14,10.78,7.2226,704,542.08,363.1936,1413.17158036026,3573420.64271342,851.852063359323,108317355.908404,0.000796481679240967,101.276727774358,NA,NA,NA,"Marine","Acipenser transmontanus","Fish"
"68",1759,"Koelmans","10.1021/es401932b",55,2,2,2,2,2,2,1,1,1,2,2,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,1,10,9,19,"de Ruijter","Pass",NA,"Pass",NA,"Lee",2013,"Tigriopus","japonicus","Crustacea","Marine","Early","invivo",NA,0.2,"WoRMS",0.168691080099539,NA,"water","N","N","Lab","Y","N","filtered seawater",NA,NA,32,7.8,20,NA,NA,14,4,3,2,10,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178491525,"converted",12.5,"reported","N",NA,10,"acute",NA,NA,"Clear","fitness","development","nauplius.to.adult",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.785398163,0.065449847,7e-11,2,"N","N",NA,NA,"N",NA,"N",NA,"commercial","polysciences","unknown","N","No","Not Cleaned","N","N","sonicated no aggregates observed","Y","microscopy flourescent particles","gut","N","LTH","No","100nm < 1µm","Sphere","Polystyrene","Crustacea","Fitness","Development","Nauplius to Adult","Organism","In Vivo","Early","Marine","Tigriopus japonicus","10","Acute","Red Criteria Passed","Red Criteria Passed","No","1-6",168.691080099539,"Particle Only",140186915.846069,11219973757.1429,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11682243.0020467,140186915.846069,2.00267022637241e+21,"Marine","Tigriopus japonicus","Crustacea"
"69",547,"Koelmans,Jacob","10.1371/journal.pone.0193308",20,2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,0,1,2,2,2,2,0,1,0,1,1,1,9,8,17,"de Ruijter","Pass",NA,"Pass",NA,"Critchell & Hoogenboom",2018,"Acanthochromis","polyacanthus","Fish","Marine","Juvenile","invivo",NA,14,"fishbase.org",8.92479394883856,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,36,7,27.5,NA,NA,42,4,6,1,4,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000255363,"converted",0.1,"reported","N","HONEC",1,"chronic",1,NA,"Clear","fitness","body.condition","hepatic.somatic.index",1,"tissue","liver","PET",1.385,1.39e-09,"estimated","fragment",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",1500,NA,16222632.9378091,701988421.382178,0.391599524,5,"Y","N",NA,NA,"N",NA,"N",NA,"modified","visy.plastics","unknown","N","No","Not Cleaned","N","N","particles weathered to ensure suspension in water column","Y","dissection","gut","Y","LTH","No","1mm < 5mm","Fragment","Polyethylene Terephthalate","Fish","Fitness","Body Condition","Hepatic Somatic Index","Tissue","In Vivo","Juvenile","Marine","Acanthochromis polyacanthus","1","Chronic","Red Criteria Passed","Red Criteria Passed","Yes","4",8924.79394883856,"Particle Only",4142.66021489775,41426590.0328549,"polydisperse",1000,770,515.9,2000,1540,1031.8,7210059.08347072,28840236.3338829,310441714.052231,2483533712.41785,429.96177396234,3439.69419169872,179261.869249417,4142.66021489775,10578818.3105599,"Marine","Acanthochromis polyacanthus","Fish"
"70",4007,"Jacob","10.1016/j.jhazmat.2018.07.101",120,2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,1,1,2,2,2,0,1,2,0,0,0,0,12,5,17,"VDR,JV","Pass",NA,"Pass",NA,"Beiras",2018,"Paracentrotus","lividus","Echinoderm","Marine","Early","invivo",NA,6,"sealifebase.org",4.0445581424139,NA,"water","N","N","Lab","Y","N","filtered seawater",NA,NA,34,NA,18,NA,NA,2,5,4,1,1000,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548802.5789,"converted",100,"reported","Y","LOEC",10,"acute",2,"increase","Clear","fitness","mortality","mortality",6,"organism",NA,"PE",0.99,9.9e-10,"reported","fragment",NA,NA,NA,NA,NA,0.011,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",13,NA,1218.49998510655,456.968462748636,1.82e-07,3,"N","N",NA,NA,"Y","light.microscopy","N",NA,"commercial","aquatex325,micropowders","N","N","No","Not Cleaned","N","N","Not Evaluated","Y","microscopy flourescent particles","gut","N","LTH","Yes","1µm < 100µm","Fragment","Polyethylene","Echinoderm","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Marine","Paracentrotus lividus","10","Acute","Red Criteria Passed","Red Criteria Passed","No","2-5",4044.5581424139,"Particle Only",668715934.216086,6695054863.22281,"polydisperse",11,8.47,5.6749,15,11.55,7.7385,872.417149099956,1622.26329378091,413.19792140352,1047.74078492628,0.000409065942189485,0.00103726337707702,250785470.83242,668715934.216086,3674263374813661696,"Marine","Paracentrotus lividus","Echinoderm"
"71",3332,"Koelmans","10.1016/j.jhazmat.2019.04.039",105,2,2,2,2,2,2,1,0,1,2,1,0,0,0,0,0,0,2,2,2,2,0,2,0,0,0,2,7,8,15,"de Ruijter","Fail","2","Pass",NA,"Wu",2019,"Microcystis","flos-aquae","Algae","Freshwater","Not Reported","invivo",NA,NA,NA,NA,NA,NA,"N","N","Lab","Y","N","BG11 medium",NA,NA,NA,NA,25,NA,NA,11,6,3,1,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"reported","Y",NA,1,"chronic",NA,"decrease","Clear","metabolism","photosynthesis","fv'.fm'",2,"cell",NA,"PVC",1.34,1.34e-09,"estimated","Not Reported",NA,NA,NA,NA,NA,NA,NA,NA,0.111,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.5,NA,NA,NA,NA,4,"N","Y","laser.diffraction",NA,"N",NA,"N",NA,"commercial","aladdinindustrialcorporation","unknown","N","No","Not Cleaned","N","N","Not Evaluated","N",NA,NA,NA,"LTH,EM","Yes","100µm < 1mm","Not Reported","Polyvinylchloride","Algae","Metabolism","Photosynthesis","fv'/fm","Cell","In Vivo","Not Reported","Freshwater","Microcystis flos-aquae","1","Chronic","Red Criteria Failed","Red Criteria Passed","No","6",NA,"Particle Only",NA,NA,"monodisperse",111,85.47,57.2649,216,166.32,111.4344,88835.1379674427,336392.51659841,424569.711830967,3128537.21993732,0.568923413853496,4.192239874716,NA,NA,NA,"Freshwater","Microcystis flos-aquae","Algae"
"72",2365,"Koelmans","10.1021/acs.est.7b05367",75,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,1,1,1,2,18,13,31,"de Ruijter","Pass",NA,"Pass",NA,"RedondoHasselerharm",2018,"Hyalella","azteca","Crustacea","Freshwater","Adult","invivo",NA,0.78,"Koelmans 2020",0.112,"Koelmans 2020","sediment","N","N","Lab","Y","N","sediment dutch standard water",NA,NA,NA,7.3,16,NA,NA,28,6,3,0,11,NA,NA,NA,NA,3e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,1,"chronic",NA,NA,"Clear","behavioral.sense.neuro","feeding","feeding.rate",2,"organism",NA,"PS",1.07,1.07e-09,"estimated","fragment",NA,NA,NA,NA,NA,NA,NA,0.036,0.02,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",36,NA,9344.23657217804,9704.28793718723,4.18e-06,3,"N","Y","particle.size.analyzer",NA,"Y","microscopy","Y","FTIR","commercial","axalta.coating.systems.gmbh","unknown","N","methanol","rinse","Y","N","Not Evaluated","Y","hydrogen peroxide digestion FTIR","whole body,gut","Y","LTH","No","1µm < 100µm","Fragment","Polystyrene","Crustacea","Behavioral, Sensory, Neurological","Feeding","Feeding Rate","Organism","In Vivo","Adult","Freshwater","Hyalella azteca","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","6-7",112,"Particle Only",NA,2235463294.77944,"monodisperse",20,15.4,10.318,500,385,257.95,2884.02363338829,1802514.77086768,2483.53371241785,38805214.2565289,0.0026573810722871,41.5215792544859,NA,NA,NA,"Freshwater","Hyalella azteca","Crustacea"
"73",3919,"Jacob","10.1016/j.jhazmat.2018.07.101",120,2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,1,1,2,2,2,0,1,2,0,0,0,0,12,5,17,"VDR,JV","Pass",NA,"Pass",NA,"Beiras",2018,"Mytilus","galloprovincialis","Mollusca","Marine","Early","invivo",NA,15,"sealifebase.org",9.51890176843551,NA,"water","N","N","Lab","Y","N",NA,NA,NA,NA,NA,20,NA,NA,2,3,1,1,1000,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968927.131,"converted",20,"reported","N",NA,10,"acute",NA,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PE",0.97,9.7e-10,"reported","fragment",NA,NA,NA,NA,NA,0.004,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",5,NA,180.251477086768,25.9995711623029,1.02e-08,3,"N","N",NA,NA,"Y","light.microscopy","N",NA,"commercial","micropowders,MPP-635XF","N","N","No","Not Cleaned","N","N","Not Evaluated","Y","microscopy flourescent particles","gut","N","LTH","No","1µm < 100µm","Fragment","Polyethylene","Mollusca","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Marine","Mytilus galloprovincialis","10","Acute","Red Criteria Passed","Red Criteria Passed","No","2-5",9518.90176843551,"Particle Only",354902023.638962,17671713439.8792,"polydisperse",4,3.08,2.0636,6,4.62,3.0954,115.360945335531,259.562127004946,19.8682696993428,67.055410235282,1.92722216083625e-05,6.50437479282235e-05,51191261.0558234,354902023.638962,34794316043035480064,"Marine","Mytilus galloprovincialis","Mollusca"
"74",5068,"Workshop","doi.org/10.1016/j.envpol.2018.08.020",153,2,2,2,2,2,2,2,1,2,2,1,1,0,0,0,2,0,2,2,2,2,2,1,2,0,1,0,13,10,23,"EM,LH","Pass",NA,"Pass",NA,"Tallec",2018,"Crassostrea","gigas","Mollusca","Marine","Early","invivo",NA,15,"sealifebase.org",9.51890176843551,NA,"water","N","N","Lab","Y","N","uv treated filtered seawater",NA,"tween20",NA,NA,NA,NA,NA,1.5,4,5,0,1500,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43e+11,"converted",10,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","fitness","development","percent.dstage.larvae",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere","negative",-13.8,"uv.treated.filtered.seawater","COOH",5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.007853982,6.54e-05,7e-14,1,"N","Y","dynamic.light.scatter","filtered.uv.treated.seawater","N",NA,"Y","raman","commercial","polysciences,bangs.laboratories","unknown","N","No","Not Cleaned","N","N","aeration,pdi quantified","N",NA,NA,"N","SK,LTH","Yes","1nm < 100nm","Sphere","Polystyrene","Mollusca","Fitness","Development","Pertengage of D-stage Larvae","Organism","In Vivo","Early","Marine","Crassostrea gigas","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",9518.90176843551,"Particle Only",1123119426,112199742857.143,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9352200,1123119426,1.60445632285714e+25,"Marine","Crassostrea gigas","Mollusca"
"75",5804,"Workshop","doi.org/10.1016/j.envpol.2020.115392",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scoring Not Applicable",NA,"Scoring Not Applicable",NA,"Zimmermann",2020,"Daphnia","magna","Crustacea","Freshwater","Juvenile","invivo",NA,0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","Y","N","Lab","Y","Y","Elendt m4 medium",NA,NA,NA,NA,20,NA,NA,21,1,10,3,1,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,"reported","N","HONEC",1,"chronic",1,NA,"Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PLA",NA,NA,NA,"fragment",NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",59,NA,25098.2156695616,42718.1274059408,NA,3,"N","Y","coulter.counter",NA,"Y","SEM","Y","FTIR","lab",NA,"N","Y","ultrapure water","rinse","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut","Y","SK,LTH","No","1µm < 100µm","Fragment","Polylactic Acid","Crustacea","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Juvenile","Freshwater","Daphnia magna","1","Chronic","Scoring Not Applicable","Scoring Not Applicable","No","1-4",114.87,"Leachate",NA,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,NA,NA,NA,"Freshwater","Daphnia magna","Crustacea"
"76",1338,"Koelmans","10.1016/j.chemosphere.2018.05.172",44,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,11,2,13,"de Ruijter","Pass",NA,"Fail","B1","JemecKokalj",2018,"Daphnia","magna","Crustacea","Freshwater","Early","invivo",NA,0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","N",NA,NA,NA,NA,NA,21,NA,NA,2,1,2,0,20,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.79926392,"converted",100,"reported","N","HONEC",10,"acute",1,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,NA,0.2479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",247.9,NA,443089.927039834,3168733.76852333,0.001193328,4,"N","Y","laser.diffraction","deionized.water","Y","SEM","Y","FTIR","lab",NA,"N","N","deionized water","rinse","N","N","Not Evaluated","Y","microscopy","gut","N","LTH","No","100µm < 1mm","Fragment","Polyethylene","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Daphnia magna","10","Acute","Red Criteria Passed","Red Criteria Failed","No","1",114.87,"Particle Only",37130609.7363046,371306067.602397,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265537557.360703,37130609.7363046,31115175154110.7,"Freshwater","Daphnia magna","Crustacea"
"77",1595,"Rochman","10.1021/acs.est.7b03732",51,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,1,0,2,2,2,2,2,2,0,0,0,0,9,8,17,"EM,LM","Pass",NA,"Pass",NA,"Kim",2017,"Daphnia","magna","Crustacea","Freshwater","Early","invivo",NA,0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","N","moderately hard water",NA,NA,NA,NA,21,NA,NA,2,5,8,0,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298260977.3,"converted",1,"reported","N",NA,10,"acute",NA,NA,"Clear","fitness","mortality","immobilization",6,"organism",NA,"PS",1.05,1.05e-09,"reported","sphere","negative",-28,"moderately.hard.water","COOH",2e-04,NA,NA,0.0001827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1827,NA,0.104864132,0.003193113,3.35e-12,2,"N","Y","method.not.described","moderately.hard.water","Y","SEM","N",NA,"commercial","bangs.laboratories","unknown","N","No","Not Cleaned","N","N","stock solution on rolling mixer","N",NA,NA,"N","LTH","No","100nm < 1µm","Sphere","Polystyrene","Crustacea","Fitness","Mortality","Immobilization","Organism","In Vivo","Early","Freshwater","Daphnia magna","10","Acute","Red Criteria Passed","Red Criteria Passed","No","5",114.87,"Particle Only",31276878.4940362,31302725970.1493,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952381.004009335,31276878.4940362,9.33638164001081e+21,"Freshwater","Daphnia magna","Crustacea"
"78",1818,"Koelmans","10.1021/es401932b",55,2,2,2,2,2,2,1,1,1,2,2,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,1,10,9,19,"de Ruijter","Pass",NA,"Pass",NA,"Lee",2013,"Tigriopus","japonicus","Crustacea","Marine","Early","invivo",NA,0.2,"WoRMS",0.168691080099539,NA,"water","N","N","Lab","Y","N","filtered seawater",NA,NA,32,7.8,20,NA,NA,14,4,3,2,10,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206587.4132,"converted",25,"reported","Y",NA,10,"acute",NA,"decrease","Clear","fitness","reproduction","fecundity",4,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,113.0973355,113.0973355,1.21e-07,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","polysciences","unknown","N","No","Not Cleaned","N","N","sonicated no aggregates observed","Y","microscopy flourescent particles","gut","N","LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Crustacea","Fitness","Reproduction","Fecundity","Organism","In Vivo","Early","Marine","Tigriopus japonicus","10","Acute","Red Criteria Passed","Red Criteria Passed","No","1-6",168.691080099539,"Particle Only",23364485.9807575,934688723.140496,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23364485.9807575,23364485.9807575,193094925460806016,"Marine","Tigriopus japonicus","Crustacea"
"79",4201,"Jacob","10.1016/j.aquatox.2016.09.015",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scoring Not Applicable",NA,"Scoring Not Applicable",NA,"Fonte",2016,"Pomatoschistus","microps","Fish","Marine","Juvenile","invivo",NA,9,"fishbase.org",5.90687700693965,NA,"water","N","N","Lab","Y","N","artificial seawater",NA,NA,18,NA,25,NA,NA,4,1,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cefalexin",2.5,"co.exp",NA,0.184,NA,NA,NA,NA,NA,NA,NA,"2.142",10846.11464,"converted",0.184,"reported","N","HONEC",10,"acute",1,NA,"Clear","fitness","growth","length",3,"organism",NA,"PE",1.2,1.2e-09,"reported","sphere",NA,NA,NA,NA,NA,0.001,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,28.27433388,14.13716694,1.7e-08,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","cospheric","unknown","N","No","Not Cleaned","N","Y","Not Evaluated","N",NA,NA,"N","LTH","No","1µm < 100µm","Sphere","Polyethylene","Fish","Fitness","Growth","Length","Organism","In Vivo","Juvenile","Marine","Pomatoschistus microps","10","Acute","Scoring Not Applicable","Scoring Not Applicable","No","1",5906.87700693965,"Chemical Co-Exposure",306666.666632116,1663196110.58824,"polydisperse",1,1,1,5,5,5,12.5663706143592,314.159265358979,0.523598775598299,65.4498469497874,6.28318530717959e-07,7.85398163397448e-05,153333.333316058,306666.666632116,18039215684242120,"Marine","Pomatoschistus microps","Fish"
"80",379,"Koelmans","10.1016/j.aquatox.2019.105296",15,2,2,2,2,2,2,2,2,1,2,2,1,0,0,1,0,0,2,2,2,2,0,2,0,0,0,1,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Chae",2019,"Dunaliella","salina","Algae","Marine","Not Reported","invivo",NA,NA,NA,NA,NA,"water","N","N","Lab","Y","N","f2 medium",NA,NA,NA,NA,20,NA,NA,6,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",20,100,NA,NA,NA,NA,NA,NA,NA,NA,20,"reported",100,"reported","N","NOEC",1,"chronic",1,NA,"Clear","metabolism","photosynthesis","area",2,"cell",NA,"PE",1.026,1.03e-09,"reported","sphere",NA,NA,NA,NA,NA,0.18,0.212,0.20384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.84,NA,130535.5171,4434726.635,0.00455003,4,"N","Y","microscopy",NA,"Y","microscopy","N",NA,"commercial","cospheric","unknown","Y","No","Not Cleaned","N","Y","floated on medium surface","N",NA,NA,NA,"LTH","No","100µm < 1mm","Sphere","Polyethylene","Algae","Metabolism","Photosynthesis","Area","Cell","In Vivo","Not Reported","Marine","Dunaliella salina","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","7",NA,"Particle Only",2610710.342,28688935.4795463,"polydisperse",180,180,180,212,212,212,407150.407905237,564782.960891759,3053628.05928928,4988916.15454387,3.1330223888308,5.11862797456201,88694532.7,2610710.342,573778709590.926,"Marine","Dunaliella salina","Algae"
