source,doi,article,authors,year,genus,species,organism.group,life.stage,invitro.invivo,exposure.route,leachate.only,fed,polymer,mix,functional.group,shape,size.category,size.mm,size.min.mm,size.max.mm,type,environment,negative.control,positive.control,dose.particles.mL,dose.particles.mL.min,dose.particles.mL.max,dose.mg.L,dose.mg.kg.sed,dose.mg.kg.food,dose.particles.kg.food,dose.particles.kg.food.min,dose.particles.kg.food.max,dose.percent.sed,dose.particles.m2,dose.mg.m2,dose.percent.food,dose.particles.kg.sed,chem.add,chem.add.dose.mg.L,chem.exp.typ,exposure.duration.d,effect,lvl1,lvl2,lvl3,target.cell.tissue,bio.org,stat.clarity,treatments,replicates,size.valid,shape.valid,polymer.valid,source_1,contaminant.screen,sol.rinse,background.plastics,con.valid,homo.mix,exposure.valid,weather.biofoul,log_dose.mg.L,log_dose.particles.mL,effect_f,Conc,Species,Group
"Koelmans,Rochman",10.1016/j.ecoenv.2017.07.036,46,Guven,2018,Heterocapsa,latipes,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PA,n,COOH,fiber,1,0.0402,0.001,1.175,Field,Freshwater,Y,Y,70,3100000000,200000000000,0.736,600000,500,40000,25000000,35000000,28,2600,1,10,9300000,bap,0.4,sorbed,114,Y,alimentary.excretory,abundance,ast.activity,liver,cell,Unclear,6,1,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,-0.133122185662501,1.84509804001426,N,0.736,Dunaliella tertiolecta,Fish
"Koelmans,Rochman,Jacob",10.1016/j.ecoenv.2019.03.100,47,Haghi,2019,Hyalella,lividus,Plant,Early,invitro,sediment,N,N,PC,N,NH2,fragment,2,0.045,0.0014,1.4,Lab,Marine,N,N,75,6200000000,400000000000,0.8,1,496000,100000000,25000000,35000000,45,2610,5,30,24000000,bpa,0.64,co.exp,168,N,behavioral.sense.neuro,actinobacteria,ast.con,mantle,organism,Clear,7,2,N,N,N,lab,N,N,N,N,N,N,N,-0.0969100130080564,1.8750612633917,Y,0.8,Echinogammarus marinus,Insect
Rochman,10.1016/j.ecolind.2013.06.019,48,Hamer,2020,Hydra,lutea,Rotifera,Juveniles,invivo,water,Y,Y,PE,Y,SO3,sphere,3,0.05,0.002,2,Mesocosm,Terrestrial,Y,Y,90,12000000000,800000000000,0.88,10,1084000,1000000000,25000000,35000000,60,5200,10,70,60000000,cefalexin,1,sorbed,450,Y,circulatory.respiratory,aggressivity,attachment,muscle,population,Unclear,10,3,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,-0.0555173278498314,1.95424250943932,N,0.88,Eisenia andrei,Mollusca
"Rochman,Jacob",10.1016/j.ecss.2015.07.023,49,Hankins,2008,Idotea,maenas,Algae,Adult,invitro,food,N,N,PET,n,COOH,cube,4,0.051,0.0025,2.5,Field,Freshwater,N,N,100,21000,34000,1,25,0.0009,0.000012,25000000,35000000,0.005,5220,0.5,0.01,93000000,chromium,1.3,co.exp,0.02,N,community,ammonia.excretion,atubulin.mrnaexpression,plasma,subcell,Clear,1,4,N,N,N,commercial,N,N,N,N,N,N,N,0,2,Y,1,Ennucula tenuis,Nematoda
Jacob,10.1016/j.envpol.2014.10.026,50,Heindler,2010,Karenia,magna,Annelida,Early,invivo,maternal.transfer,Y,Y,PI,N,NH2,fiber,5,0.0545,0.004,5,Lab,Marine,Y,Y,104,43000,68000,1.25,50,0.009,0.00002,25000000,35000000,0.02,156700,1,0.1,232500000,copper,1.8,sorbed,0.03,Y,fitness,bacteriodetes,atubulin.proteinexpression,root,tissue,Unclear,2,5,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.0969100130080564,2.01703333929878,N,1.25,Eriocheir sinensis,Plant
Koelmans,10.1016/j.envpol.2014.12.021,51,Imhof.Laforsch,2011,Lates,margaritifera,Bacterium,Juveniles,invitro,sediment,N,N,PLA,Y,SO3,fragment,1,0.055,0.00464,0.004,Mesocosm,Terrestrial,N,N,105.11,85000,130000,1.47,62.5,0.099,0.00012,25000000,35000000,0.05,261200,5,0.3,94,ee2,2,co.exp,0.04,N,immune,blood,bcl2.mrnaexpression,serum,cell,Clear,3,6,N,N,N,N,N,N,N,N,N,N,N,0.167317334748176,2.02164403608744,Y,1.47,Gammarus duebeni,Rotifera
"Koelmans,Jacob",10.1016/j.envpol.2015.01.008,52,Jabeen,2012,Lemna,marina,Cnidaria,Adult,invivo,water,Y,Y,PMMA,n,COOH,sphere,2,0.05769,0.005,0.005,Field,Freshwater,Y,Y,110,170000,270000,1.6,125,100,0.00035,25000000,35000000,0.074,365700,10,0.4,940,mercury,2.5,sorbed,0.083,Y,metabolism,body.condition,bfcod.activity,whole.body,organism,Unclear,4,7,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.204119982655925,2.04139268515822,N,1.6,Gammarus fossarum,(Missing)
"Koelmans,Rochman",10.1016/j.envpol.2015.10.010,53,Jaikumar,2013,Lophelia,marinus,Crustacea,Early,invitro,food,N,N,PP,N,NH2,cube,3,0.059,0.006,0.006,Lab,Marine,N,N,112,340000,540000,1.8,250,300,3333.3333333333,25000000,35000000,0.2,522400,0.5,4,2350,nickel,3,co.exp,0.125,N,microbiome,boldness,bile.acid.con,blood,population,Clear,5,8,N,N,N,lab,N,N,N,N,N,N,N,0.255272505103306,2.04921802267018,Y,1.8,Gammarus pulex,Algae
"Koelmans,Rochman,Jacob",10.1016/j.envpol.2016.01.083,54,Jemec,2014,Lumbribulus,melastigma,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PS,Y,SO3,fiber,4,0.06305,0.00656,0.0085,Mesocosm,Terrestrial,Y,Y,130,680000,1100000,2,500,500,40000,25000000,35000000,0.5,1044800,1,10,110000,nonylphenol,3.9,sorbed,0.16,Y,stress,brain.histo,bilirubin.con,brain,subcell,Unclear,6,9,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.301029995663981,2.11394335230684,N,2,Halomonas alkaliphila,Annelida
Rochman,10.1016/j.envpol.2016.05.006,55,JemecKokalj,2015,Lumbricus,microps,Fish,Adult,invitro,sediment,N,N,PUR,n,COOH,fragment,5,0.065,0.008,0.01,Field,Freshwater,N,N,194,39000000,25000000000,2.5,1000,496000,100000000,25000000,35000000,0.74,26800000,5,30,2400000,paraquat,4,co.exp,0.25,N,alimentary.excretory,burrowing,biomass,coelomocytes,tissue,Clear,7,10,N,N,N,commercial,N,N,N,N,N,N,N,0.397940008672038,2.28780172993023,Y,2.5,Hediste diversicolor,Bacterium
"Rochman,Jacob",10.1016/j.envpol.2016.05.043,56,Jeong,2016,Lytechinus,mikimotoi,Insect,Early,invivo,water,Y,Y,PVC,N,NH2,sphere,1,0.07,0.0087,0.012,Lab,Marine,Y,Y,200,78000000,50000000000,2.6,1250,1084000,1000000000,25000000,35000000,1,500,10,70,9300000,pbde47,5,sorbed,0.333,Y,behavioral.sense.neuro,carb.metabolism,bioturbation,digestive.tract,cell,Unclear,10,11,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.414973347970818,2.30102999566398,N,2.6,Heliopora coerulea,Cnidaria
Jacob,10.1016/j.envpol.2016.06.039,57,Jin,2017,Macroalgae,minor,Mollusca,Juveniles,invitro,food,N,N,BIO,Y,SO3,cube,2,0.0713,0.01,0.013,Mesocosm,Terrestrial,N,N,270,1600000000,100000000000,2.8,2500,0.0009,0.000012,25000000,35000000,2,2600,0.5,0.01,24000000,pcb,8,co.exp,0.5,N,circulatory.respiratory,chemokines.cytokines,body.mass,embryo,organism,Clear,1,12,N,N,N,N,N,N,N,N,N,N,N,0.447158031342219,2.43136376415899,Y,2.8,Heterocapsa triquetra,Crustacea
Koelmans,10.1016/j.envpol.2016.07.017,58,Jovanovic,2018,Microalgae,muricata,Nematoda,Adult,invivo,maternal.transfer,Y,Y,EVA,n,COOH,fiber,3,0.075,0.011,0.015,Field,Freshwater,Y,Y,290,3100000000,200000000000,3,5000,0.009,0.00002,25000000,35000000,3.8,2610,1,0.1,60000000,phenanthrene,10,sorbed,1,Y,community,circulatory,bproteobacteria,gall.bladder,population,Unclear,2,15,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.477121254719662,2.46239799789896,N,3,Hyalella azteca,Echinoderm
"Koelmans,Jacob",10.1016/j.envpol.2016.08.020,59,Kalcikova,2019,Microcystis,mykiss,Plant,Early,invitro,sediment,N,N,LTX,N,NH2,fragment,4,0.0756,0.01148,0.0176,Lab,Marine,N,N,300,6200000000,400000000000,3.2,10000,0.099,0.00012,25000000,35000000,5,5200,5,0.3,93000000,pyrene,18.9,co.exp,2,N,fitness,detoxification,brain.histo,gills,subcell,Clear,3,20,N,N,N,lab,N,N,N,N,N,N,N,0.505149978319906,2.47712125471966,Y,3.2,Hydra attenuata,Fish
"Koelmans,Rochman",10.1016/j.envpol.2016.09.092,60,Kaposi,2020,Montastraea,nana,Rotifera,Juveniles,invivo,water,Y,Y,PA,Y,SO3,sphere,5,0.07921,0.012,0.02,Mesocosm,Terrestrial,Y,Y,320,12000000000,800000000000,3.5,20000,100,0.00035,25000000,35000000,7,5220,10,0.4,232500000,triclosan,28.4,sorbed,3,Y,immune,development,brain.mass.index,gonad,tissue,Unclear,4,24,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.544068044350276,2.50514997831991,N,3.5,Idotea emarginata,Insect
"Koelmans,Rochman,Jacob",10.1016/j.envpol.2016.09.096,61,Karami,2008,Multiple,neogracile,Algae,Adult,invitro,food,N,N,PC,n,COOH,cube,1,0.08,0.014,0.025,Field,Freshwater,N,N,333.3333333333,21000,34000,4,50000,300,3333.3333333333,25000000,35000000,7.4,156700,0.5,4,94,bap,0.0002,co.exp,4,N,metabolism,digestion,brain.water.content,granulocyte,cell,Clear,5,1,N,N,N,commercial,N,N,N,N,N,N,N,0.602059991327962,2.52287874528029,Y,4,Karenia mikimotoi,Mollusca
Rochman,10.1016/j.envpol.2016.10.037,62,Kim,2010,Mytilus,niloticus,Annelida,Early,invivo,maternal.transfer,Y,Y,PE,N,NH2,fiber,2,0.083,0.015,0.032,Lab,Marine,Y,Y,339,43000,68000,4.1,70000,500,40000,25000000,35000000,28,261200,1,10,940,bpa,0.001,sorbed,5,Y,microbiome,digestive.enzymes,burrow.length,haemocytes,organism,Unclear,6,2,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.612783856719735,2.53019969820308,N,4.1,Lates calcarifer,Nematoda
"Rochman,Jacob",10.1016/j.envpol.2016.11.005,63,Kokalj,2011,Nephrops,nitida,Bacterium,Juveniles,invitro,sediment,N,N,PET,Y,SO3,fragment,3,0.0876,0.01798,0.038,Mesocosm,Terrestrial,N,N,376.04,85000,130000,4.2,100000,496000,100000000,25000000,35000000,45,365700,5,30,2350,cefalexin,0.002,co.exp,6,N,stress,digestive.tract.histo,burrow.litter,haemolymph,population,Clear,7,3,N,N,N,N,N,N,N,N,N,N,N,0.6232492903979,2.57523404401093,Y,4.2,Lemna minor,Plant
Jacob,10.1016/j.envpol.2017.01.047,64,Korez,2012,Nitocra,norvegicus,Cnidaria,Adult,invivo,water,Y,Y,PI,n,COOH,sphere,4,0.08995,0.0187,0.04,Field,Freshwater,Y,Y,400,170000,270000,5,200000,1084000,1000000000,25000000,35000000,60,522400,10,70,110000,chromium,0.01,sorbed,7,Y,alimentary.excretory,diversity,burrow.no,head,subcell,Unclear,10,4,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.698970004336019,2.60205999132796,N,5,Lophelia pertusa,Rotifera
Koelmans,10.1016/j.envpol.2017.05.047,65,Kratina,2013,Oncorhynchus,obliquus,Crustacea,Early,invitro,food,N,N,PLA,N,NH2,cube,5,0.09,0.02,0.045,Lab,Marine,N,N,480,340000,540000,6,280000,0.0009,0.000012,25000000,35000000,0.005,1044800,0.5,0.01,2400000,copper,0.016,co.exp,8,N,behavioral.sense.neuro,feeding,burrow.vol,head.kidney.leuk,tissue,Clear,1,5,N,N,N,lab,N,N,N,N,N,N,N,0.778151250383644,2.68124123737559,Y,6,Lumbribulus variegatus,(Missing)
"Koelmans,Jacob",10.1016/j.envpol.2017.05.048,66,Lagarde,2014,Orbicella,onyx,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PMMA,Y,SO3,fiber,1,0.093,0.025,0.05,Mesocosm,Terrestrial,Y,Y,500,680000,1100000,6.5,300000,0.009,0.00002,25000000,35000000,0.02,26800000,1,0.1,9300000,ee2,0.02,sorbed,9,Y,circulatory.respiratory,firmicutes,burrow.walldensity,heart,cell,Unclear,2,6,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.812913356642856,2.69897000433602,N,6.5,Lumbricus terrestris,Algae
"Koelmans,Rochman",10.1016/j.envpol.2017.07.050,67,Lee,2015,Oreochromis,parthenogenetica,Fish,Adult,invitro,sediment,N,N,PP,n,COOH,fragment,2,0.096,0.03,0.063,Field,Freshwater,N,N,540,39000000,25000000000,7,400000,0.099,0.00012,25000000,35000000,0.05,500,5,0.3,24000000,mercury,0.020225,co.exp,10,N,community,gall.bladder.histo,burrow.wallweight,hyalinocyte,organism,Clear,3,7,N,N,N,commercial,N,N,N,N,N,N,N,0.845098040014257,2.73239375982297,Y,7,Lytechinus variegatus,Annelida
"Koelmans,Rochman,Jacob",10.1016/j.envpol.2017.08.088,68,Lei,2016,Oryzias,perna,Insect,Early,invivo,water,Y,Y,PS,N,NH2,sphere,3,0.097,0.032,0.064,Lab,Marine,Y,Y,840,78000000,50000000000,8,450000,100,0.00035,25000000,35000000,0.074,2600,10,0.4,60000000,nickel,0.04,sorbed,11,Y,fitness,gen.metabolism,burrowing,jaw,population,Unclear,4,8,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.903089986991944,2.92427928606188,N,8,Macroalgae NA,Bacterium
Rochman,10.1016/j.envpol.2017.10.015,69,LeMoine,2017,Ostrea,pertusa,Mollusca,Juveniles,invitro,food,N,N,PUR,Y,SO3,cube,4,0.1,0.038,0.075,Mesocosm,Terrestrial,N,N,1000,1600000000,100000000000,8.96,600000,300,3333.3333333333,25000000,35000000,0.2,2610,0.5,4,93000000,nonylphenol,0.08,co.exp,12,N,immune,gill.histo,ca.mrnaexpression,kidney,subcell,Clear,5,9,N,N,N,N,N,N,N,N,N,N,N,0.952308009662125,3,Y,8.96,Microalgae NA,Cnidaria
"Rochman,Jacob",10.1016/j.envpol.2017.10.095,70,Leung.Chan,2018,Palaemonetes,plana,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PVC,n,COOH,fiber,5,0.102,0.04,0.1,Field,Freshwater,Y,Y,1040,3100000000,200000000000,9.14,1,500,40000,25000000,35000000,0.5,5200,1,10,232500000,paraquat,0.1,sorbed,14,Y,metabolism,gonad.histo,calcification,kidney.neutrophil,tissue,Unclear,6,10,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.960946195733831,3.01703333929878,N,9.14,Microcystis flos-aquae,Crustacea
Jacob,10.1016/j.envpol.2017.11.014,71,Lo.Chan,2019,Paracentrotus,plicatilis,Plant,Early,invitro,sediment,N,N,BIO,N,NH2,fragment,1,0.1029,0.062,0.106,Lab,Marine,N,N,1694,6200000000,400000000000,10,10,496000,100000000,25000000,35000000,0.74,5220,5,30,94,pbde47,0.126,co.exp,20,N,microbiome,growth,calcium.con,leaf,cell,Clear,7,11,N,N,N,lab,N,N,N,N,N,N,N,1,3.22891340599469,Y,10,Montastraea cavernosa,Echinoderm
Koelmans,10.1016/j.envpol.2017.11.029,72,Long,2020,Paracyclopina,polyacanthus,Rotifera,Juveniles,invivo,water,Y,Y,EVA,Y,SO3,sphere,2,0.103,0.063,0.138,Mesocosm,Terrestrial,Y,Y,1905.35,12000000000,800000000000,12.5,25,1084000,1000000000,25000000,35000000,1,156700,10,70,940,pcb,0.16,sorbed,21,Y,stress,immune.cells,capture.rate,liver,organism,Unclear,10,12,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.09691001300806,3.27997476431969,N,12.5,Multiple NA,Fish
"Koelmans,Jacob",10.1016/j.envpol.2017.11.040,73,Lu,2008,Parvocalanus,polymorpha,Algae,Adult,invitro,food,N,N,LTX,n,COOH,cube,3,0.1117,0.065,0.15,Field,Freshwater,N,N,1937,21000,34000,13,50,0.0009,0.000012,25000000,35000000,2,261200,0.5,0.01,2350,phenanthrene,0.2,co.exp,24,N,alimentary.excretory,immune.other,carbohydrate.reserves,mantle,population,Clear,1,15,N,N,N,commercial,N,N,N,N,N,N,N,1.11394335230684,3.28712962071911,Y,13,Mytilus edulis,Insect
"Koelmans,Rochman",10.1016/j.envpol.2017.12.082,74,Luis,2010,Perinereis,promelas,Annelida,Early,invivo,maternal.transfer,Y,Y,PA,N,NH2,fiber,4,0.116,0.068,0.18,Lab,Marine,Y,Y,2000,43000,68000,14,62.5,0.009,0.00002,25000000,35000000,3.8,365700,1,0.1,110000,pyrene,0.252,sorbed,28,Y,behavioral.sense.neuro,intestinal.permeability,cas8.mrnaexpression,muscle,subcell,Unclear,2,20,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.14612803567824,3.30102999566398,N,14,Mytilus galloprovincialis,Mollusca
"Koelmans,Rochman,Jacob",10.1016/j.envpol.2017.12.088,75,Lwanga,2011,Perna,pseudonana,Bacterium,Juveniles,invitro,sediment,N,N,PC,Y,SO3,fragment,5,0.12,0.08,0.212,Mesocosm,Terrestrial,N,N,2900,85000,130000,16,125,0.099,0.00012,25000000,35000000,5,522400,5,0.3,2400000,triclosan,0.32,co.exp,30,N,circulatory.respiratory,kidney.histo,casp3.mrnaexpression,plasma,tissue,Clear,3,24,N,N,N,N,N,N,N,N,N,N,N,1.20411998265592,3.46239799789896,Y,16,Mytilus NA,Nematoda
Rochman,10.1016/j.envpol.2018.02.006,76,Magni,2012,Pimephales,pugio,Cnidaria,Adult,invivo,water,Y,Y,PE,n,COOH,sphere,1,0.1301,0.09,0.25,Field,Freshwater,Y,Y,3200,170000,270000,20,250,100,0.00035,25000000,35000000,7,1044800,10,0.4,9300000,bap,0.4,sorbed,31,Y,community,lipid.metabolism,casp373.mrnaexpression,root,cell,Unclear,4,1,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.30102999566398,3.50514997831991,N,20,Mytilus spp,Plant
"Rochman,Jacob",10.1016/j.envpol.2018.03.001,77,Manabe,2013,Pinctada,pulex,Crustacea,Early,invitro,food,N,N,PET,N,NH2,cube,2,0.131,0.1,0.3,Lab,Marine,N,N,3810.7,340000,540000,25,500,300,3333.3333333333,25000000,35000000,7.4,26800000,0.5,4,24000000,bpa,0.64,co.exp,35,N,fitness,liver.histo,casp3a.mrnaexpression,serum,organism,Clear,5,2,N,N,N,lab,N,N,N,N,N,N,N,1.39794000867204,3.58100475998367,Y,25,NA NA,Rotifera
Jacob,10.1016/j.envpol.2018.04.069,78,Manlinich,2014,Platorchestia,pyrenoidosa,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PI,Y,SO3,fiber,3,0.1368,0.125,0.31,Mesocosm,Terrestrial,Y,Y,4000,680000,1100000,30,1000,500,40000,25000000,35000000,28,500,1,10,60000000,cefalexin,1,sorbed,36,Y,immune,liver.kidney.products,casp8.mrnaexpression,whole.body,population,Unclear,6,3,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.47712125471966,3.60205999132796,N,30,Nephrops norvegicus,(Missing)
Koelmans,10.1016/j.envpol.2018.06.035,79,Mao,2015,Pocillopora,reinhardtii,Fish,Adult,invitro,sediment,N,N,PLA,n,COOH,fragment,4,0.137,0.15,0.3107,Field,Freshwater,N,N,5000,39000000,25000000000,31,1250,496000,100000000,25000000,35000000,45,2600,5,30,93000000,chromium,1.3,co.exp,39,N,metabolism,locomotion,casp9.mrnaexpression,blood,subcell,Clear,7,4,N,N,N,commercial,N,N,N,N,N,N,N,1.49136169383427,3.69897000433602,Y,31,Nitocra spinipes,Algae
"Koelmans,Jacob",10.1016/j.envpol.2018.08.045,80,MateosCardenas,2016,Pomatoschistus,rerio,Insect,Early,invivo,water,Y,Y,PMMA,N,NH2,sphere,5,0.157,0.18,0.316,Lab,Marine,Y,Y,5066.703,78000000,50000000000,32,2500,1084000,1000000000,25000000,35000000,60,2610,10,70,232500000,copper,1.8,sorbed,42,Y,microbiome,mortality,caspase3.7.mrnaexpression,brain,tissue,Unclear,10,5,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.50514997831991,3.70472544756253,N,32,Oncorhynchus mykiss,Annelida
"Koelmans,Rochman",10.1016/j.envpol.2018.08.084,81,Mattson,2017,Porcellio,riparius,Mollusca,Juveniles,invitro,food,N,N,PP,Y,SO3,cube,1,0.165,0.25,0.35,Mesocosm,Terrestrial,N,N,7621.4,1600000000,100000000000,40,5000,0.0009,0.000012,25000000,35000000,0.005,5200,0.5,0.01,94,ee2,2,co.exp,44,N,stress,nervous.system,cat.activity,coelomocytes,cell,Clear,1,6,N,N,N,N,N,N,N,N,N,N,N,1.60205999132796,3.88203475564765,Y,40,Orbicella faveolata,Bacterium
"Koelmans,Rochman,Jacob",10.1016/j.envpol.2018.10.024,82,Mazurais,2018,Porites,salina,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PS,n,COOH,fiber,2,0.169,0.42,0.3545,Field,Freshwater,Y,Y,8400,3100000000,200000000000,44,10000,0.009,0.00002,25000000,35000000,0.02,5220,1,0.1,940,mercury,2.5,sorbed,45,Y,alimentary.excretory,oxidative.stress,cat.mrnaexpression,digestive.tract,organism,Unclear,2,7,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.64345267648619,3.92427928606188,N,44,Oreochromis niloticus,Cnidaria
Rochman,10.1016/j.envpol.2018.11.038,83,Murphy.Quin,2019,Potamopyrgus,scaber,Plant,Early,invitro,sediment,N,N,PUR,N,NH2,fragment,3,0.172,1,0.35856,Lab,Marine,N,N,9907.82,6200000000,400000000000,50,20000,0.099,0.00012,25000000,35000000,0.05,156700,5,0.3,2350,nickel,3,co.exp,47,N,behavioral.sense.neuro,photosynthesis,cell.density,embryo,population,Clear,3,8,N,N,N,lab,N,N,N,N,N,N,N,1.69897000433602,3.99597810795449,Y,50,Oryzias latipes,Crustacea
"Rochman,Jacob",10.1016/j.envpol.2019.01.114,84,Nobre,2020,Raphidocelis,schlegelii,Rotifera,Juveniles,invivo,water,Y,Y,PVC,Y,SO3,sphere,4,0.1755,3,0.4,Mesocosm,Terrestrial,Y,Y,10000,12000000000,800000000000,60,50000,100,0.00035,25000000,35000000,0.074,261200,10,0.4,110000,nonylphenol,3.9,sorbed,48,Y,circulatory.respiratory,proteobacteria,cell.morphology,gall.bladder,subcell,Unclear,4,9,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.77815125038364,4,N,60,Oryzias melastigma,Echinoderm
Jacob,10.1016/j.envpol.2019.03.085,85,Ogonowski,2008,Scenedesmus,sinensis,Algae,Adult,invitro,food,N,N,BIO,n,COOH,cube,5,0.1783,0,0.41,Field,Freshwater,N,N,10400,21000,34000,63,70000,300,3333.3333333333,25000000,35000000,0.2,365700,0.5,4,2400000,paraquat,4,co.exp,50,N,community,reproduction,cell.necrosis,gills,tissue,Clear,5,10,N,N,N,commercial,N,N,N,N,N,N,N,1.79934054945358,4.01703333929878,Y,63,Oryzias sinensis,Fish
Koelmans,10.1016/j.envpol.2019.04.142,86,Oliviera,2010,Scrobicularia,smithi,Annelida,Early,invivo,maternal.transfer,Y,Y,EVA,N,NH2,fiber,1,0.179,0.00031,0.478,Lab,Marine,Y,Y,12500,43000,68000,70,100000,500,40000,25000000,35000000,0.5,522400,1,10,9300000,pbde47,5,sorbed,56,Y,fitness,respiration,cell.viability,gonad,cell,Unclear,6,11,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.84509804001426,4.09691001300806,N,70,Ostrea edulis,Insect
"Koelmans,Jacob",10.1016/j.envpol.2019.113074,87,PaulPont,2011,Sebastes,spinipes,Bacterium,Juveniles,invitro,sediment,N,N,LTX,Y,SO3,fragment,2,0.183,0.0004,0.5,Mesocosm,Terrestrial,N,N,15000,85000,130000,75,200000,496000,100000000,25000000,35000000,0.74,1044800,5,30,24000000,pcb,8,co.exp,60,N,immune,sexhormones,cellular.energy.allocation,granulocyte,organism,Clear,7,12,N,N,N,N,N,N,N,N,N,N,N,1.8750612633917,4.17609125905568,Y,75,Palaemonetes pugio,Mollusca
"Koelmans,Rochman",10.1016/j.envpol.2019.113259,88,Peda,2012,Seletonema,spp,Cnidaria,Adult,invivo,water,Y,Y,PA,n,COOH,sphere,3,0.1831,0.001,0.516,Field,Freshwater,Y,Y,20000,170000,270000,80,280000,1084000,1000000000,25000000,35000000,1,26800000,10,70,60000000,phenanthrene,10,sorbed,61,Y,metabolism,shoaling,chg.mrnaexpression,haemocytes,population,Unclear,10,15,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.90308998699194,4.30102999566398,N,80,Paracentrotus lividus,Nematoda
"Koelmans,Rochman,Jacob",10.1016/j.envres.2016.07.024,89,Peixoto,2013,Sparus,striata,Crustacea,Early,invitro,food,N,N,PC,N,NH2,cube,4,0.198,0.0014,0.5361,Lab,Marine,N,N,29000,340000,540000,99,300000,0.0009,0.000012,25000000,35000000,2,500,0.5,0.01,93000000,pyrene,18.9,co.exp,69,N,microbiome,stress,chlorophyll,haemolymph,subcell,Clear,1,20,N,N,N,lab,N,N,N,N,N,N,N,1.99563519459755,4.46239799789896,Y,99,Paracyclopina nana,Plant
Rochman,10.1016/j.envres.2017.12.019,90,Pitt,2014,Sphaerium,subcapitata,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PE,Y,SO3,fiber,5,0.204,0.002,0.6,Mesocosm,Terrestrial,Y,Y,32000,680000,1100000,100,400000,0.009,0.00002,25000000,35000000,3.8,2600,1,0.1,232500000,triclosan,28.4,sorbed,72,Y,stress,vision.system,cholesterol.con,head,tissue,Unclear,2,24,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,2,4.50514997831991,N,100,Parvocalanus crassirostris,Rotifera
"Rochman,Jacob",10.1016/j.fsi.2017.07.006,91,Qiao,2015,Tetraselmis,temminckii,Fish,Adult,invitro,sediment,N,N,PET,n,COOH,fragment,1,0.209,0.0025,0.6016,Field,Freshwater,N,N,40000,39000000,25000000000,130,450000,0.099,0.00012,25000000,35000000,5,2610,5,0.3,94,bap,0.0002,co.exp,78,N,alimentary.excretory,abundance,chrna1.mrnaexpression,head.kidney.leuk,cell,Clear,3,1,N,N,N,commercial,N,N,N,N,N,N,N,2.11394335230684,4.60205999132796,Y,130,Perinereis aibuhitensis,(Missing)
Jacob,10.1016/j.jhazmat.2018.07.101,92,Rainieri,2016,Thalassiosira,tenuis,Insect,Early,invivo,water,Y,Y,PI,N,NH2,sphere,2,0.23,0.004,0.704,Lab,Marine,Y,Y,60000,78000000,50000000000,150,600000,100,0.00035,25000000,35000000,7,5200,10,0.4,940,bpa,0.001,sorbed,90,Y,behavioral.sense.neuro,actinobacteria,chymotrypsin.activity,heart,organism,Unclear,4,2,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,2.17609125905568,4.77815125038364,N,150,Perna perna,Algae
