"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Metric"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estradiol Levels",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estradiol Levels",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Testosterone Levels",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Testosterone Levels",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estradiol Levels",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estradiol Levels",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Testosterone Levels",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estradiol to Testosterone Ratio",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estradiol to Testosterone Ratio",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estradiol to Testosterone Ratio",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Number of Offspring",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Growth","Body Length",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Growth","Body Length",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Circulatory, Respiratory","Circulatory","Heart Rate",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Circulatory, Respiratory","Circulatory","Heart Rate",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","mgnrh mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp19b mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","fshß mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Leutinizing Hormone ß mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","gnrhr mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","gnrhr mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","gtha mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","gtha mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estrogen Receptor a mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estrogen Receptor a mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor ß mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor ß mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","star mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","17ß HSD mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","17ß HSD mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp11a2 mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp11a2 mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp17a1 mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp17a1 mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp19a mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","fshr mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Leutinizing Hormone Receptor mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor a mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor a mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor a mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor a mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor ß mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Choriogenin L mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Choriogenin H mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Choriogenin H mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estrogen Receptor a mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estrogen Receptor a mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","vtg1 mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","vtg2 mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","mgnrh mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","mgnrh mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp19b mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","fshß mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Leutinizing Hormone ß mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Leutinizing Hormone ß mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","gnrhr mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","gnrhr mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","gtha mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","gtha mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","star mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","3ß HSD mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","3ß HSD mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","17ß HSD mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp11a2 mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp11a2 mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp17a1 mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp17a1 mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp19a mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","cyp19a mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","fshr mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","fshr mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Leutinizing Hormone Receptor mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Leutinizing Hormone Receptor mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estrogen Receptor ß mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estrogen Receptor ß mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estrogen Receptor ß mRNA expression",50.0987,0.2,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor a mRNA expression",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor a mRNA expression",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Androgen Receptor ß mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Choriogenin L mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Choriogenin L mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Choriogenin H mRNA expression",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Choriogenin H mRNA expression",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Sex Hormones","Estrogen Receptor a mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","vtg1 mRNA expression",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","vtg2 mRNA expression",0.5787,0.002,"LOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Reproduction","Time to Offspring",81200,100,"NOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Reproduction","Time to Offspring",253000,500,"LOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Reproduction","Number of Offspring",11400,45.4,"EC50"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Reproduction","Number of Offspring",9260,12.4,"EC10"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Reproduction","Number of Offspring",72900,236,"EC50"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Reproduction","Number of Offspring",10700,23.6,"EC10"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Reproduction","Number of Offspring",51300,122,"EC50"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",44600,100,"NOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",166000,500,"LOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Growth","Body Length",81200,100,"NOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Growth","Body Length",253000,500,"LOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Growth","Body Length",45300,100,"NOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Growth","Body Length",113000,500,"LOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Growth","Body Length",44600,100,"NOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Growth","Body Length",166000,500,"LOEC"
"doi.org/10.1016/j.envpol.2020.115392","Zimmermann",2020,"Daphnia magna","Juvenile","1µm < 100µm","Fitness","Reproduction","Number of Offspring",NA,236,"LOEC"
