"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Detected?"
"10.1021/es800249a","Browne",2008,"Mytilus edulis","Adult","1µm < 100µm","Immune","Immune Cells","Cell Viability",42.9,0.021264413,"No"
"10.1021/es800249a","Browne",2008,"Mytilus edulis","Adult","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Clearance Rate",42.9,0.021264413,"No"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",1.46e+10,1,"No"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",7.31e+10,5,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",7.31e+11,50,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Other ","Lysozyme Activity",1.46e+10,1,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Other ","Lysozyme Activity",7.31e+10,5,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Other ","Lysozyme Activity",7.31e+11,50,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Reactive Oxygen Species Production",1.46e+10,1,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Reactive Oxygen Species Production",7.31e+10,5,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Reactive Oxygen Species Production",7.31e+11,50,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Nitric Oxide Production",1.46e+10,1,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Nitric Oxide Production",7.31e+10,5,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Nitric Oxide Production",7.31e+11,50,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Cells","Phagocytosis",1.46e+10,1,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Cells","Phagocytosis",7.31e+10,5,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Cells","Phagocytosis",7.31e+11,50,"Yes"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Cells","Cytotoxicity",1.46e+10,1,"No"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Cells","Cytotoxicity",7.31e+10,5,"No"
"10.1016/j.marenvres.2015.06.008","Canesi",2015,"Mytilus galloprovincialis","Adult","100nm < 1µm","Immune","Immune Cells","Cytotoxicity",7.31e+11,50,"Yes"
"10.1016/j.scitotenv.2018.03.176","Caniff & Hoang",2018,"Daphnia magna","Adult","1µm < 100µm","Fitness","Mortality","Mortality",1905.35,25,"No"
"10.1016/j.scitotenv.2018.03.176","Caniff & Hoang",2018,"Daphnia magna","Adult","1µm < 100µm","Fitness","Mortality","Mortality",3810.7,50,"No"
"10.1016/j.scitotenv.2018.03.176","Caniff & Hoang",2018,"Daphnia magna","Adult","1µm < 100µm","Fitness","Mortality","Mortality",7621.4,100,"No"
"10.1016/j.scitotenv.2018.03.176","Caniff & Hoang",2018,"Daphnia magna","Adult","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1905.35,25,"No"
"10.1016/j.scitotenv.2018.03.176","Caniff & Hoang",2018,"Daphnia magna","Adult","1µm < 100µm","Fitness","Reproduction","Number of Offspring",3810.7,50,"No"
"10.1016/j.scitotenv.2018.03.176","Caniff & Hoang",2018,"Daphnia magna","Adult","1µm < 100µm","Fitness","Reproduction","Number of Offspring",7621.4,100,"No"
"10.1016/j.scitotenv.2018.03.176","Caniff & Hoang",2018,"Raphidocelis subcapitata","Not Reported","1µm < 100µm","Fitness","Growth","Algal Density",9907.82,130,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","Abnormality Occurrence",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","Abnormality Occurrence",100,1484402.529,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","Abnormality Occurrence",500,7422012.644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","Abnormality Occurrence",1000,14844025.29,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","Abnormality Occurrence",5000,74220126.44,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","Abnormality Occurrence",10000,148440252.9,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Immune","Immune Other ","mytc mRNA expression",50,742201.2644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Immune","Immune Other ","mytc mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Immune","Immune Other ","Lysozyme mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Immune","Immune Other ","Lysozyme mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Immune","Chemokines","mytilin ß mRNA expression",50,742201.2644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Immune","Chemokines","mytilin ß mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","gusb mRNA expression",50,742201.2644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","gusb mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","hex mRNA expression",50,742201.2644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","hex mRNA expression",500,7422012.644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","Cathepsin-L mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","Cathepsin-L mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Behavioral, Sensory, Neurological","Nervous System","5ht1 mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Behavioral, Sensory, Neurological","Nervous System","5ht1 mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Behavioral, Sensory, Neurological","Nervous System","meer 1 mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Behavioral, Sensory, Neurological","Nervous System","meer 1 mRNA expression",500,7422012.644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Behavioral, Sensory, Neurological","Nervous System","meer 2 mRNA expression",50,742201.2644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Behavioral, Sensory, Neurological","Nervous System","meer 2 mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","ep mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","ep mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","ca mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","ca mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","Chitin Synthase mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Fitness","Development","Chitin Synthase mRNA expression",500,7422012.644,"Yes"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","mt10 mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","mt10 mRNA expression",500,7422012.644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","mt20 mRNA expression",50,742201.2644,"No"
"10.1016/j.envpol.2018.06.035","Capolupo",2018,"Mytilus galloprovincialis","Early","1mm < 5mm","Metabolism","Oxidative Stress","mt20 mRNA expression",500,7422012.644,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Fitness","Growth","Chlorophyll",10,50,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Fitness","Growth","Chlorophyll",20,100,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Fitness","Growth","Chlorophyll",30,150,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Fitness","Growth","Chlorophyll",40,200,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Fitness","Growth","Chlorophyll",50,250,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Fitness","Growth","Chlorophyll",60,300,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Fitness","Growth","Chlorophyll",70,350,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Area",10,50,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Area",20,100,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Area",30,150,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Area",40,200,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Area",50,250,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Area",60,300,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Area",70,350,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","f0/fm",10,50,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","f0/fm",20,100,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","f0/fm",30,150,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","f0/fm",40,200,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","f0/fm",50,250,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","f0/fm",60,300,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","f0/fm",70,350,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm",10,50,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm",20,100,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm",30,150,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm",40,200,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm",50,250,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm",60,300,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm",70,350,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm/sm/tfm",10,50,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm/sm/tfm",20,100,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm/sm/tfm",30,150,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm/sm/tfm",40,200,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm/sm/tfm",50,250,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm/sm/tfm",60,300,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","fv/fm/sm/tfm",70,350,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","ETO/ABS",10,50,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","ETO/ABS",20,100,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","ETO/ABS",30,150,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","ETO/ABS",40,200,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","ETO/ABS",50,250,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","ETO/ABS",60,300,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","ETO/ABS",70,350,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Absorption Flux/Reaction Center",10,50,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Absorption Flux/Reaction Center",20,100,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Absorption Flux/Reaction Center",30,150,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Absorption Flux/Reaction Center",40,200,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Absorption Flux/Reaction Center",50,250,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Absorption Flux/Reaction Center",60,300,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Absorption Flux/Reaction Center",70,350,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Energy Dissipated/Reaction Center",10,50,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Energy Dissipated/Reaction Center",20,100,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Energy Dissipated/Reaction Center",30,150,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Energy Dissipated/Reaction Center",40,200,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Energy Dissipated/Reaction Center",50,250,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Energy Dissipated/Reaction Center",60,300,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","Energy Dissipated/Reaction Center",70,350,"Yes"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","TRO/RC",10,50,"No"
"10.1016/j.aquatox.2019.105296","Chae",2019,"Dunaliella salina","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","TRO/RC",20,100,"No"
